id,pos_id,word,ja
2422,2,interdependent,互いに依存する
2423,0,interdiction,（命令によって）禁止する. 禁止（命令）. 禁令. 禁制
2424,2,interdisciplinary,学際的な. 二つ以上の学問にまたがる
2425,1,interject,差しはさむ. （言葉などを）不意にさしはさむ
2426,0,interjection,"不意の投入. 不意の叫び. 嘆声. （文法）感嘆詞,間投詞"
2427,0,interlude,合間（の出来事）
2428,0,intermarriage,（血族）結婚
2429,0,intermediary,中間の. 媒介. 手段. 仲介人. 中間物. 中継の
2430,2,interminable,果てしのない. 限りのない. 長たらしい. だらだらと続く
2431,0,intermission,休憩時間. 中絶. 中止. 休止
2432,3,intermittently,断続的に. 途切れ途切れに
2433,1,internalize,吸収する. 自分のものにする. 習得する. 内面化する. 内面的にする
2434,0,internist,内科医
2435,0,internment,収容. 抑留. 留置
2436,2,interpersonal,個人間の
2437,0,interplay,～し合う. 相互作用
2438,0,interpolation,差し挟むこと. 書き加えた語句. 書き入れ. 書き入れられた語句. 改ざん. 原文改変. 内挿（法）. 補間（法）
2439,2,interpretive,解釈的な 
2440,2,interracial,異人種間の 
2441,2,interrelated,相互に関連 
2442,3,intimately,親密に. 親しく. 詳細に. 深く
2443,0,intimidation,脅し. 脅迫. ほのめかすこと. 暗示. 通告
2444,2,intolerable,耐えられない. 過度の
2445,0,intolerance,不寛容
2446,2,intolerant,耐えられない. 狭量（偏狭）な. （宗教上）異説をいれない
2447,0,intonation,抑揚
2448,1,intoxicate,酔わせる. 夢中にさせる
2449,2,intoxicated,酔って 
2450,0,intoxication,陶酔. 酔い
2451,2,intractable,手に負えない. 強情な. 処置しにくい. 歩み寄らない
2452,0,intransigence,妥協しないこと. 非協力（的態度）
2453,3,intravenously,静脈内に 
2454,2,intrepid,恐れを知らない. 勇敢な. 大胆な. 勇猛な. 大胆不敵な. 動じない
2455,0,intricacy,複雑
2456,3,intricately,複雑に 
2457,3,intrinsically,本質的に
2458,2,introspective,自己反省の. 内観的な. 内省的な
2459,1,intrude,はいり込む. 侵入する. を無理に押し入れる. 押し込む. を強いる
2460,0,intruder,侵略者. 侵入者
2461,3,intuitively,直観的に 
2462,1,inundate,水浸しにする. 氾濫させる. 充満させる
2463,3,inversely,逆に 
2464,1,invert,裏返しにする. をひっくり返す. 反対にする
2465,0,investing,投資 
2466,1,invigorate,元気づける. 爽快にする. 鼓舞する. 新鮮な気持ちにする
2467,0,invocation,祈り. 発動. 呼びかけ. （関数の）呼び出し（＝call）
2468,2,inward,本質的な. 内へ. 内部へ. 内陸の. 奥地の. 内部. 内側
2469,0,iodine,"ヨウ素（元素記号Iの元素あるいは分子式がI₂と表される二原子分子の呼称. ハロゲン元素の一つ. ヨードともいう. 常温,常圧で固体で,昇華性がある）. （cf. ヨードチンキtincture of iodine）"
2470,2,irate,怒った. 怒りに駆られた
2471,0,ire,怒り. 憤怒. を怒らせる. anger
2472,2,ironclad,装甲艦 
2473,3,irrationally,非合理的に 
2474,0,irresponsibility,無責任 
2475,2,irreverent,不敬な. 不遜な
2476,3,irrevocably,取消し（変更）できぬほどに
2477,0,irritant,刺激する. 刺激性の. 刺激剤. 刺激物
2478,2,isolated,孤立した
2479,2,isolationist,孤立主義者 
2480,0,issuer,発行者 
2481,2,itchy,かゆい
2482,2,itinerant,巡回する. 巡歴の. 遍歴中の
2483,0,jackass,米国テレビ映画名. 2. 馬鹿. アホ
2484,0,jackpot,積立賞金. 積立掛金. （俗）大当たり. 賭事の大当たり
2485,2,jaded,疲れ果てた
2486,0,jag,とがった角
2487,0,jaguar,ジャガー（中南米産）
2488,0,janitor,（学校や施設の）用務員. 管理人. 門番
2489,2,jarring,（音など）耳ざわりな. 神経にさわる
2490,0,jasper,碧玉. 2. ジャスパー（人名）. 3. 地名（アラバマ州. アーカンソー州. フロリダ州. カナダ他多数）
2491,2,jaunty,のんきそうな
2492,1,jeer,あざける
2493,0,jellyfish,クラゲ. 意気地なし
2494,2,jerky,乾燥肉. ぐいと動く. がたがた動く. つっかえがちの. （米）ばかな. ぶざまな
2495,0,jest,しゃれ. 冗談. 戯れ. からかい. 物笑い（の種）
2496,0,jetliner,ジェット（定期）旅客機
2497,0,jetty,突堤. 防波堤. 桟橋. pier. 漆黒の
2498,0,jeweler,宝石職人
2499,0,jibe,一致する. 調和する. （話が）合う. 向きを変える. の向きを変えさせる
2500,1,jig,機械工作で工作物を固定する道具のこと. 「治具」は当て字. . ふるいにかける. 急激に上下に動かす
2501,0,jiggle,を軽くゆする. 軽く揺さぶる
2502,1,jingle,電話. お金. 性的に興奮させる. （短く語呂のよい）CMソング
2503,2,jittery,神経過敏の
2504,2,jobless,失業中の. 失業者の
2505,0,joker,冗談を言う人. ふざけ屋. やつ. （トランプ）ジョーカー
2506,3,jokingly,しゃれて. 冗談に
2507,2,jolly,おだてる. 陽気な. 素敵な
2508,1,jostle,乱暴に押す. 押しのける. 競いあう
2509,0,jot,簡潔に書き留める. 書き留める. メモする
2510,0,joust,（中世騎士の）馬上槍試合（をする）. 試合（競技）に出る（参加する）
2511,2,joyful,とてもうれしい. 楽しい
2512,2,joyous,とてもうれしい
2513,2,jubilant,喜ぶ. 歓呼する
2514,0,jubilee,記念祭. 歓喜
2515,2,judgmental,判断の 
2516,2,judicious,思慮分別のある. 思慮深い
2517,1,juggle,ジャグリング. やりくりする
2518,0,juggling,ジャグリング 
2519,0,jugular,頚部. 急所. 最大の弱点. 咽喉部の. 頸静脈の. 殺人的な. 熾烈な. 喉に腹びれのある
2520,0,jukebox,ジュークボックス
2521,0,jumble,ごたまぜにする. よせ集め. がらくた. ごちゃまぜにする
2522,2,jumbo,ずばぬけて大きな
2523,0,jumpsuit,ジャンプスーツ 
2524,0,junta,（クーデター後の）軍事政権. 臨時政府. 暫定政府. （スペイン･南米）議会. 会議
2525,0,jurisprudence,法律学. 法理学
2526,0,jurist,法学者
2527,2,justifiable,正当と認められる. 筋の通った. 尤もな. 当たり前の
2528,3,justifiably,正当に 
2529,3,justly,当然のことながら. 正しく
2530,0,jut,突き出る. 突起. 突出部
2531,1,juxtapose,並列する
2532,2,juxtaposed,並置された 
2533,0,karaoke,カラオケ. カラオケの
2534,0,karma,カルマ. 業. 因縁. 宿命
2535,0,kayak,カヤック. （カヤック競技. kayaking）
2536,0,kebab,カバブ. ケバブ. トルコ料理の一種
2537,0,keel,竜骨
2538,0,keeping,扶養. 維持. 管理. 調和
2539,0,keg,"小さい樽（small cask or barrel）. 主にアルミニウム,鉄,木でできた円筒状の容器. 2. 小さい樽に入っている量. "
2540,1,keynote,基調. 基本方針
2541,2,khaki,カヤック. （カヤック競技. kayaking）
2542,0,kibbutz,キブツ（イスラエルの集団農場）
2543,0,kicker,ける人. 反抗者. 不平家. 意外な結末
2544,0,kiln,窯. かま
2545,0,kilogram,キログラム
2546,0,kilt,キルト. スコットランドのスカート状の伝統衣装. 通常はタータン柄である
2547,0,kimono,着物（日本の伝統衣装）
2548,2,kindred,血縁の. 同類の. 血族. 親類. （cf. family家族. sib親類. kindred血族･親族） 
2549,0,kingpin,中心人物
2550,0,kinship,親類関係
2551,0,kitsch,（ドイツ語）（軽蔑的に）俗受けをねらった作品. キッチュ
2552,0,knack,こつ
2553,1,kneel,跪く（ひざまずく）. 膝を曲げる. 膝を曲げること
2554,0,knob,ノブを付ける. ノブ. こぶ
2555,0,knuckle,げんこつ. 指のふし. 指関節
2556,0,kraft,クラフト紙
2557,0,krill,オキアミ
2558,0,kris,東南アジア地区の短剣. （人名）クリス
2559,0,krypton,クリプトン（無色不活性気体状元素）（希ガス元素）
2560,0,kudos,名声. 栄誉. 威信. 賞賛
2561,2,labeled,ラベルを貼った（米国式綴り. cf. labelled 英式） 
2562,2,labored,苦しい 
2563,2,laborious,骨のおれる
2564,0,labour,働き
2565,0,labyrinth,迷路. 迷宮
2566,2,lacking,欠けている. 欠ける
2567,2,lackluster,つやのない. パッとしない. 活気のない
2568,0,lactate,乳酸塩. 乳を分泌する. 乳汁を分泌する
2569,0,lactose,ラクトース. 乳糖
2570,0,lad,少年. 若者. やつ. 男
2571,0,laguna,潟 
2572,0,lair,（野獣の）巣. 穴. 隠れ場. 隠れ家
2573,0,lakeside,湖畔 
2574,1,lambast,がみがみ言う. をひどく殴る
2575,0,lambda,（第11ギリシア文字）ラムダ. Λ. λ
2576,2,laminar,層流の 
2577,0,landau,ランドー. ランドー型自動車. ランドー馬車
2578,0,landfall,陸地接近. 地滑り. 山崩れ. 圧勝
2579,0,landowner,土地所有者
2580,0,landscaping,造園 
2581,0,landslide,山くずれ. 地滑り. （地滑り的な）大勝利
2582,1,languish,衰える. 元気がなくなる. 苦しい生活を送る. みじめな状態で存在する
2583,0,lapel,襟の折り返し
2584,1,lard,ラード（豚の脂肉）. -をはさむ
2585,0,largo,ラルゴ. きわめておそい（おそく）
2586,0,lark,をからかう. ふざける. いたずら. 戯れ. 2. ひばり
2587,0,lasagna,（ｲﾀﾘｱ語）ラザーニャ. イタリアのパスタ料理の一種
2588,1,latch,ラッチ. 掛けがね. 掛金
2589,0,latency,待ち時間 
2590,2,laudable,賞賛に値する. あっぱれな
2591,2,laughable,面白い
2592,2,laughing,笑い 
2593,0,launcher,"ランチャー,ロケット等の発射台 "
2594,1,launder,洗たくする. 洗たくしてアイロンをかける
2595,0,laundering,洗い替え 
2596,0,lavatory,洗面台. 便所. トイレ
2597,2,lavender,ラベンダー色の. ラベンダー. 薄紫. フジ色. 保管用ポジフイルム
2598,3,lavishly,惜しげなく. 気前よく
2599,0,layman,信徒でない人. 専門家でない人. 素人. 門外漢
2600,0,laziness,怠惰. 無情
2601,1,leach,（液体）をこす. 濾過する
2602,2,leading,先導する. 主要な. 主な. 優れた
2603,0,leaflet,小葉状の部分（構造）. 印刷物. ちらし. 小葉. 若葉
2604,2,leafy,葉に覆われた. 葉の多い. 葉のような
2605,0,leakage,漏れ. 漏電. 漏水. 漏出
2606,2,leaky,（秘密を）漏らしやすい
2607,2,leaning,傾き. 傾くこと. 傾向. 好み. 性癖. 偏愛
2608,2,learned,学問のある. 学問の
2609,0,leash,（犬などを）つなぐひも. 鎖
2610,0,leaving,（複数で）残り物. くず
2611,0,lecturer,講演者. 講師
2612,0,ledge,出っ張り. 出っぱり. 棚. 岩礁
2613,0,leech,ヒル. 吸血鬼. 高利貸し. まとわりつく
2614,2,leery,用心深い
2615,0,leeway,（時間的･金銭的）余裕. 行動の自由. 大目にみること
2616,0,leftovers,残り物 
2617,0,legality,適法. 合法（性）
2618,0,legalization,合法化 
2619,1,legalize,合法化する
2620,1,legislate,法律を制定する
2621,1,legitimize,合法化する. 適法とする
2622,2,lenient,寛大な. 緩やかな. 優しい. 情け深い. 甘い
2623,0,lentil,レンズ豆（平マメ. レンズの語源とされる）
2624,2,lessened,軽減 
2625,0,lethality,致死性 
2626,0,letterhead,レターヘッド
2627,2,lewd,みだらな. 放蕩な. 下劣な
2628,2,lexical,語彙の. 辞書の. 辞書的な. 単語の
2629,0,lexicography,辞書編集
2630,0,liberalization,自由化
2631,3,liberally,気前よく. 豊富に. 寛大に
2632,0,libertarianism,リバタリアニズム（新自由主義などいくつか訳がある） 
2633,0,libido,フロイド心理分析から. 性欲. 性衝動
2634,0,libretto,（歌劇の）歌詞. 台本
2635,0,licence,許可する. に免許を許す. 免許（証）. 気まま. 破格
2636,0,licensee,免許された人. 酒類販売免許をもつ人
2637,0,lifeblood,生き血. 活力（元気）のもと. 源泉. 活力の元. 生命
2638,0,lifeguard,監視員. 救護員. 護衛（者）. 親衛隊. 水泳場の看視員. 排障器. lifeguardとして勤める. の生命を守る
2639,2,lifeless,生物のいない. 生命のない. 活気のない. 気絶した
2640,0,lightbulb,電球 
2641,2,lighthearted,気楽な. 快活な
2642,0,likeness,類似. 画像. 肖像. 外見
2643,0,lilac,リラ. ライラック. 薄紫色（の）
2644,0,limbo,不確定な状態. 忘却. 煉獄（地獄と天国の間にありキリスト教に触れる機会のなかった人が行くとされる）. 2. リンボーダンス
2645,0,limelight,ライムライト. 石灰光（石灰=lime製の棒を酸水素炎に当てた時生じる強烈な照明光）. 注目の的
2646,2,limitless,無限の. 広々とした. 限りない. 果てしない. 青天井の
2647,0,linden,シナノキ（植物）
2648,0,linearity,直線性 
2649,3,linearly,直線的に 
2650,0,lingerie,婦人用下着. ランジェリー
2651,0,lingo,（戯れに. または軽蔑的に）外国語
2652,0,lingua,舌. 舌状器官. 
2653,3,linguistically,言語的に 
2654,0,liposuction,（美容整形の）脂肪（吸出し）除去術
2655,0,liqueur,リキュール
2656,1,liquidate,清算する. 根絶する. 負債を返済する. 会社を整理する
2657,0,liquidity,流動性
2658,0,lisp,かたこと. 舌足らずに話す
2659,0,litany,嘆願. 退屈な話. 呪文のように繰り返すこと
2660,2,lithe,しなやかな. 柔軟な
2661,0,lithium,リチウム（金属元素）
2662,0,litmus,リトマス（試薬の名）
2663,0,llama,ラマ（の毛）. （cf. lama ラマ僧）
2664,2,loath,いやがって. 嫌って
2665,0,locale,場所. 舞台
2666,0,locality,産地. ある土地. 現場. ある場所に位置すること
2667,2,loco,ロコソウ（有害な豆科植物）. ロコ病（家畜の脳病）
2668,2,locomotor,歩行. 歩行運動 
2669,0,locust,イナゴ. バッタ. セミ（cicada）
2670,0,locution,話しぶり. 言い方. 語法. 言葉づかい. 言い回し
2671,2,logarithmic,対数の 
2672,0,loggia,ロジア（片側に壁のない柱廊）
2673,0,lollipop,棒付きキャンディー. ペロペロキャンディー
2674,0,loneliness,一人ぼっち. 孤独. 寂しさ
2675,0,loner,一人で居たい人. 孤独が好きな人
2676,2,lonesome,寂しい. 人里離れた
2677,0,longhorn,長角牛 
2678,0,longitude,経度
2679,0,loo,（トランプ）ルー（罰金が賭け金にプールされるゲーム）. ルーの賭け金. に罰金を払わせる. （英）屋内トイレ
2680,0,loon,アビ･カイツブリの類の鳥. 怠け者. 愚か者
2681,2,loony,頭がおかしい
2682,2,loopy,愚かな 
2683,0,loot,"略奪する. 不正利益を得る. （cf. route,root,loot）"
2684,0,looting,略奪行為
2685,1,lop,刈込む. 垂れる
2686,2,lopsided,不均衡な. 偏った
2687,0,lotion,ローション. 外用水薬. 化粧水
2688,0,lotto,ロット. 賭けゲームの一種
2689,0,loudspeaker,拡声器
2690,0,louse,シラミ（複数形lice）
2691,0,lowland,低地（地方）
2692,2,lowly,みすぼらしい. 質素な. 謙遜して
2693,2,lucid,分かりやすい. 透明な
2694,2,lukewarm,不熱心な. いい加減な. 生ぬるい
2695,2,lumbar,腰. 腰神経. 腰椎. 腰動脈. 腰の. 腰部の
2696,0,luminary,（知的）指導者. 有名人. （月･太陽など）発光体
2697,2,luminous,理解しやすい. 光る. 輝く. 明るい. 聡明な. 明白な
2698,0,lunacy,精神異常. 狂気
2699,2,lunar,月の影響による. 月の. 太陰暦の
2700,0,lupus,狼瘡（ろうそう. 種々の皮膚のびらんや疾患）
2701,1,lurch,窮地. 苦境. 急に傾くこと. 大敗. よろめく
2702,2,lurid,けばけばしい. ぞっとする
2703,2,luscious,（味･香りが）よい. おいしい. 甘い
2704,0,luster,輝き. つや. 栄誉. 光沢のある毛織物. シャンデリア. 渇望者. 好色者. に光沢を付ける
2705,0,lux,ルクス（照度の国際単位）
2706,2,luxuriant,うっそうと茂った. 繁茂した. 豊富な. 肥えた. はなやかな
2707,0,lying,横たわっている. うそをつくこと. 偽り. 横たわること
2708,2,lymphatic,リンパ管 
2709,0,lymphoblast,リンパ芽球 
2710,2,lymphoid,リンパの 
2711,0,lyricist,叙情詩人
2712,0,lysozyme,リゾチーム. 真正細菌の細胞壁を構成する多糖類を加水分解する酵素
2713,2,macabre,背筋の凍るような. ぞっとする
2714,0,macaroni,マカロニ. （俗）イタリア人. イタリア風のしゃれ者
2715,0,machination,陰謀. たくらみ. 策謀
2716,0,machinist,機械工
2717,0,machismo,（スペイン語）男らしさ. マチスモ
2718,0,macro,マクロ 
2719,0,madam,奥様. （俗）めかけ
2720,0,madman,気違い. 狂人
2721,0,maestro,大音楽家. 大作曲家. 名指揮者. （芸術の）巨匠. 大家
2722,0,magician,魔法使い. 奇術師. 魔術師
2723,2,magisterial,行政長官の. 治安判事の. 厳然とした. 権威のある
2724,0,magistrate,行政長官. 行政官. 治安判事
2725,3,magnificently,壮大に. 堂々と. 素晴らしく
2726,0,magnum,マグナム瓶（約2. 3リットル）. 2. マグナム弾（拳銃. 普通の拳銃より大きくて強力）
2727,0,magpie,カササギ. おしゃべり
2728,0,mahogany,マホガニー. 食卓. 赤褐色
2729,0,mailman,郵便集配人
2730,1,maim,（人を）不具にする. 不具になる. 損なう
2731,0,mainstay,メインマストを支える綱. 大黒柱
2732,0,majesty,威厳. 陛下
2733,2,makeshift,仮の. 間に合わせの. 一時しのぎの
2734,0,malady,病気. 弊害. （社会的）混乱
2735,0,malaise,不快感. 倦怠感
2736,2,malevolent,悪意のある
2737,0,malfunction,うまく作動（機能）しない. 不調. 機能不全
2738,0,malice,悪意. 恨み
2739,2,malign,有害な. 悪性の
2740,0,malnutrition,栄養失調
2741,1,malt,麦芽. モルト
2742,0,manatee,マナティー. 海牛（水生ほ乳動物）
2743,0,mane,たてがみ. ふさふさした髪
2744,0,manger,かいばおけ
2745,1,mangle,めった切りにする. 台なしにする. ぶち壊す
2746,0,mango,マンゴー（の実）
2747,0,manhole,マンホール. 集合場所. 肛門
2748,0,manhood,成年. 成人であること. 男子であること. 男らしさ
2749,0,maniac,狂人. 熱狂家. ～狂
2750,0,mannequin,（仏語）マヌカン. マネキン
2751,2,mannered,（複合語で）行儀の～な. （軽蔑的）（作風など）個性の強い. 気取った. 型にはまった
2752,0,mannerism,マンネリズム. マンネリ
2753,0,manpower,人的資源. 人力（工率の単位=1. 10馬力）. 労働力. 動員可能人力
2754,0,manslaughter,"過失致死罪. 故殺（murderより殺意が明確でない,結果殺人）"
2755,0,mantis,かまきり（強欲. 残酷の象徴）
2756,0,manure,こやし. 肥料. 肥料をやる
2757,1,marcel,（髪の）マーセルウエーブ（をかける）
2758,0,margarine,マーガリン. 人造バター
2759,0,marinade,マリネ. マリネに漬けた肉･魚. マリネに漬ける
2760,1,marinate,をマリネに漬ける. マリネにする
2761,2,marked,印（跡）のある. 著しい. 記号のついた. 目をつけられている. （文法）有標の
2762,2,marketable,市場向きの. 売れる
2763,0,marketer,マーケティング担当者 
2764,0,marking,荷印
2765,0,markup,値上げ
2766,0,marmalade,マーマレード
2767,1,maroon,くり色. えび茶色（の）. （警報用）花火. マルーン（西インド諸島の山中に住む黒人･もとは脱走奴隷）. 孤島に捨てられた人
2768,0,marquee,入口のひさし. 園遊会の大天幕
2769,0,marshmallow,マシュマロ. ウスベニタチアオイ
2770,2,marvellous,驚くべき. 不思議な. 素晴らしい. 驚嘆すべき
2771,3,marvelously,驚くばかりに. 不思議なほど. 素晴らしく
2772,0,mascara,マスカラ. まつげ染め
2773,0,mascot,お守り. マスコット
2774,0,masculinity,男らしさ
2775,1,mash,すりつぶした物. どろどろのもの. 麦芽汁. 飼料. マッシュポテト. すりつぶす
2776,2,masochistic,自虐的な 
2777,0,masonry,組積造. 石工術（職）. 石造建築（工事）
2778,1,masquerade,仮面舞踏会. 仮面でおおう. 仮装する. 虚構. ふりをする
2779,0,mastectomy,乳房切除（術）
2780,2,masterful,横柄な. 巧妙な
2781,1,mastermind,黒幕. 背後から操る
2782,1,masturbate,自慰行為をする
2783,0,masturbation,手淫. オナニー
2784,0,matador,（スペイン語）マタドール. 闘牛士
2785,0,matchup,（競技の）組合せ
2786,0,mater,脳膜. 2. おっかさん
2787,0,materialism,唯物論. 物質主義
2788,3,materially,大いに. かなり. 実質的に. 物質的に
2789,0,matinee,（仏語）（演劇などの）昼興行. マチネー
2790,0,maven,達人. （自称）物知り. 通
2791,0,mayonnaise,マヨネーズ
2792,2,mayoral,市長の 
2793,0,mead,meadow. はち蜜酒
2794,0,mealtime,食事時間
2795,0,measuring,計測 
2796,0,meatball,ミートボール. （俗）退屈な人. まぬけ
2797,0,meatloaf,ミートローフ 
2798,2,meaty,肉の（ような）. 筋肉たくましい. 太った. 内容の充実した
2799,3,mechanically,機械で. 無意識的に
2800,1,meddle,干渉する. おせっかいを焼く. いじくる
2801,3,medically,医学的に 
2802,0,mediocrity,平凡. 月並み. 平凡な人. 並
2803,0,medley,ごたまぜ. 寄せ集め. メドレー
2804,2,meek,柔和な. おとなしい. 従順な. いくじのない
2805,0,megabyte,メガバイト
2806,0,megawatt,メガワット. 100 万ワット
2807,1,meld,"混合･結合･融合させる. 吸収合併する 
"
2808,2,melodic,旋律の
2809,2,melodramatic,メロドラマ風の. 芝居がかった
2810,0,melon,メロン. スイカ. ウリ科植物の総称. 特別配当金
2811,0,melting,融解. 溶ける. 和らげる. 感傷的な
2812,0,memento,形見. 記念の品. みやげ. 土産. 記憶. 思い出
2813,1,memorialize,記念する. 追悼する. 請願書を提出する
2814,0,menagerie,野生動物. 野生動物園. （cf. zoo）
2815,2,menial,くだらない. つまらない. 熟練のいらない. 卑屈な. 召使の
2816,0,meningitis,髄（脳）膜炎
2817,2,menstrual,メンスの. 月経の. 毎月の. 月経（=period）
2818,1,meow,ネコが鳴く. ニャー. 猫の鳴き声
2819,0,mercenary,傭兵. 欲得ずくの. 報酬目当ての
2820,0,mercer,呉服商. 絹物商人
2821,0,merchandising,商品化計画
2822,3,mercifully,情け深く. 寛大に
2823,2,merciless,無慈悲な. 残酷な
2824,3,mercilessly,無情に. 容赦なく
2825,0,meridian,子午線. 絶頂. 放物線. 経線の. 正午の. 頂点の
2826,0,meritocracy,実力社会
2827,0,mermaid,（女の）人魚. 女子水泳選手
2828,3,merrily,楽しく. 陽気に. 愉快に
2829,2,mesenteric,腸間膜の 
2830,1,mesmerize,催眠術をかける
2831,2,mesmerized,魅了
2832,0,mesoderm,"中胚葉. 動物の発生初期の細胞群の名称. 外胚葉と内胚葉の間に発達し,筋肉や体腔などを作る"
2833,0,mesquite,メスキート（マメ科の植物. とげのある小高木あるいは低木）
2834,0,mestizo,（スペイン語）メスティーソ. 混血の人
2835,1,metabolize,新陳代謝させる
2836,0,metadata,非常に大量のデータ
2837,0,metamorphosis,変身. 変形. 著しい変化. 変態. 変性
2838,2,metaphorical,隠喩的な（=fugurative）
2839,3,metaphorically,比喩的に. 隠喩的に
2840,0,metazoan,"後生動物（Metazoa）の. 後生動物は,動物分類学で動物扱いだった単細胞生物の原生動物に対し,多細胞の動物をまとめた呼び名として使用された "
2841,0,mete,を割り当てる. 分け与える. 計測. 計量
2842,0,meteorite,隕石
2843,2,meteorological,気象の. 気象学の
2844,0,meteorologist,気象学者
2845,0,methamphetamine,メタンフェタミン. 興奮剤. ヒロポン
2846,2,methodical,きちょうめんな
2847,3,meticulously,細心の注意を払って 
2848,0,mica,雲母. （絶縁材料として）マイカ
2849,0,microbiology,微生物学. 細菌学. bacteriology
2850,0,microchip,極小チップ. マイクロチップ
2851,2,microeconomic,ミクロ経済学の 
2852,0,microorganism,微生物
2853,0,microprocessor,超小型演算装置. マイクロプロセッサ
2854,0,midair,空中（の） 
2855,0,middleman,仲買人
2856,2,midget,小さい人. 超小型の（物）
2857,0,midland,中部地方
2858,0,midline,正中線 
2859,0,midpoint,中央. 中央地点. 中間. 中間点. 中心点. 中点
2860,0,midsummer,真夏. 夏至
2861,0,midwife,助産婦. 産婆
2862,2,migratory,移住する
2863,0,mil,1リットルの1000分の1の体積. 2. 1インチの1000分の1の長さ. 3. 米国の軍事機関向けのドメイン名. mil. 
2864,0,militancy,交戦状態. 好戦性. 闘志. 闘争性
2865,3,militarily,軍事的に. 軍事的立場から
2866,0,milkshake,ミルクセーキ 
2867,2,milky,乳状の. 乳のような. 乳白色の. 乳をよく出す. 乳を混ぜた. 柔弱な
2868,2,millennial,"Millennial Generationミレニアル世代. 1980-1990年代に生まれた世代. Generation Y（Y世代,1975-1989年に生まれた世代echo boomers）とも重なる"
2869,0,milliliter,ミリリットル 
2870,0,mime,物まね師. パントマイム. 真似る. パントマイムで演じる
2871,0,minaret,（イスラム寺院の）尖塔
2872,1,mince,ミンチ. 細かく刻む. 控えめに言う. 遠回しに言う. 気取って話す
2873,2,mindful,気をつけて. 忘れないで
2874,2,mindless,思慮のない. 愚かな. 意に介さない
2875,2,mined,採掘された 
2876,0,minimalism,ミニマリズム（1950年代に始まった形と色の極端な簡素化を強調した彫刻と絵画の芸術運動） 
2877,0,miniskirt,ミニスカート
2878,0,mink,ミンク（の毛皮）
2879,2,minuscule,極小の
2880,0,mirage,蜃気楼. 妄想
2881,0,mirth,陽気. 歓楽. 歓喜
2882,0,misadventure,不運. 不運な出来事
2883,0,misbehavior,不作法
2884,1,miscalculate,計算違いをする
2885,0,miscalculation,誤算. 見込み違い
2886,0,miscarriage,失敗. 流産
2887,0,miscellany,寄せ集め. 文集. 雑録
2888,0,mischief,いたずら. 害. 損害
2889,2,mischievous,いたずらな. 有害な. いたずら好きな. いたずら好きの
2890,3,miserably,みじめに. 貧弱に. みすぼらしく. みじめなほど
2891,0,misfit,合わないこと. 不釣り合い. 不適任者
2892,0,misfortune,不運. 不幸な. 災難
2893,0,misgiving,疑惑. 不安. 疑い. 心配. 恐れ
2894,1,mishandle,の取り扱いを誤る. へたにいじくる. まずく処理する. 虐待する. 手荒く取り扱う
2895,0,mishap,不幸. 不運. 災難. 不運な事故
2896,0,misinformation,誤報 
2897,1,misinterpret,の解釈を誤る
2898,0,misinterpretation,誤解. 誤訳
2899,0,mismanagement,誤った管理（処置）. 不始末. やりそこない
2900,2,mismatched,一致しない 
2901,0,misogyny,女嫌い
2902,0,misrepresentation,不当表示 
2903,2,missed,逃した. 見逃した. 見失った 
2904,0,missive,手紙. 信書. （特に）公文書
2905,1,misspell,綴り違いをする. のつづりを誤る
2906,0,misstatement,虚偽表示 
2907,0,misstep,つまずき 
2908,2,mistreated,不当な扱いを受けた 
2909,1,mistrust,信用しない. 不信. 信頼しない. 疑う. 推測する
2910,2,misty,かすみのかかった. かすんだ. 霧の. ぼんやりとした
2911,0,misunderstanding,考え違い. 誤解. 不和. 勘違い
2912,0,mite,ダニ. ごく小さいもの. （かわいそうな）子供. （少額）寄付
2913,2,mitigated,軽減. 緩和された
2914,0,mitt,ミット. 長手袋. 女性用長手袋
2915,0,mixer,ミキサー. 音量調整係. 社交家
2916,2,mnemonic,記憶の（を助ける）
2917,0,moat,堀. 堀で囲む
2918,0,mocha,コーヒー色. チョコレート色. モカ. 上等のコーヒー. モカ革. モカ風味のケーキ. 暗褐色. 手袋用なめし革
2919,2,mod,（服装など）流行の最先端をいく. 大胆な. 前衛的な
2920,0,moderation,節度. 穏健
2921,0,moderator,仲裁者. 減速材
2922,0,modernism,現代的思考（精神･特徴）. 現代風. 近代主義
2923,0,modernity,現代性. 現代的なもの
2924,2,modified,修正された 
2925,0,molding,型で作ること. 造形
2926,0,molestation,いじめる. 苦しめる. （女性･子供を性的に）いたずらする
2927,0,molester,いたずらをする人. 痴漢. 悩ます人
2928,0,moll,情婦. 売春婦
2929,2,molten,溶かした. 溶けた. 熱で融ける. 鋳造した
2930,2,momentary,瞬間の. 瞬間的な. 絶え間のない. 束の間の
2931,2,momentous,重大な
2932,0,momma,ママ
2933,0,monarchist,君主制主義者
2934,2,monastic,修道院（僧）の. 禁欲的な. 隠遁的な
2935,0,monogamy,一夫一婦婚
2936,0,monograph,研究論文. モノグラフ. 専攻論文
2937,1,monopolize,独占する
2938,2,monotone,単調. 一本調子の話し方
2939,2,monotonous,単調な. 一本調子の
2940,0,monoxide,一酸化物
2941,0,monsoon,モンスーン
2942,1,moo,モー（と鳴く）. 牛の鳴き声. 牛肉. 牛乳. 愚かなやつ
2943,0,moonlight,月光（の）. （俗）内職（する）. 夜間アルバイトをする
